Sentence ID,Quality,Remarks,Raw Sentence,Annotated Sentence
HF001_10_2,4,<missing aux>,रुही साहेबा ये आप के नाम ।                                                                      ,रुही साहेबा ये आप के नाम ।                                                                      
HF001_11_1,4,,लेस्टर से किशोर जैन जी आप ने याद फरमाया है तमाम सुनने वालों को आप ईद मुबारक कह रहे हैं ।                                                        ,लेस्टर से किशोर जैन जी आप ने याद फरमाया है तमाम सुनने वालों को आप ईद मुबारक कह रहे हैं ।                                                        
HF001_12_1,1,<abrupt ending>,तीन बजे हम चलते हैं खबरों की ओर मेरी आप की मुलाकात खबरों के उस पार नम्बर नही                                                           ,तीन बजे हम चलते हैं खबरों की ओर मेरी आप की मुलाकात खबरों के उस पार नम्बर नही                                                           
HF001_13_1,3,<code switching><code mixing>,प्रोग्राम के दुसरे और आखिरी दौर मे एक बार फिर आप का दिलो जान के साथ स्वागत खुशामदीद तिज्जी आयनो ।                                                        ,प्रोग्राम के दुसरे और आखिरी दौर मे एक बार फिर आप का दिलो जान के साथ स्वागत खुशामदीद तिज्जी आयनो ।                                                        
HF001_13_2,4,<code mixing>,तीन बजकर चार मिनट हुए हैं ए एम रेडियो और डिजिटल सेटेलाईट चेनल नम्बर आठ सौ उनहत्तर पर ये बी बी सी एशियन नेटवर्क हैं ।                                                   ,तीन बजकर चार मिनट हुए हैं ए एम रेडियो और डिजिटल सेटेलाईट चेनल नम्बर आठ सौ उनहत्तर पर ये बी बी सी एशियन नेटवर्क हैं ।                                                   
HF001_13_3,4,<missing aux><code mixing>,पूरे चार बजे तक नविंदर जीत भौगल चार बजे की खबरों के बाद ड्राईव समीना अली खान के साथ नम्बर है फेक्स मेसेजेस के लिए लेस्टर से मधु जी आप तमाम सुनने वालो को ईद मुबारक कह रही है और स्कोट लैंड से शहिद जी आप ने अपने तमाम दोस्तो को और रिश्तेदारों को याद किया है और ईद मुबारक कहते हैं ।              ,पूरे चार बजे तक नविंदर जीत भौगल चार बजे की खबरों के बाद ड्राईव समीना अली खान के साथ नम्बर है फेक्स मेसेजेस के लिए लेस्टर से मधु जी आप तमाम सुनने वालो को ईद मुबारक कह रही है और स्कोट लैंड से शहिद जी आप ने अपने तमाम दोस्तो को और रिश्तेदारों को याद किया है और ईद मुबारक कहते हैं ।              
HF001_13_4,2,<wrong pronunciation>,बरमिंघम मे बशीर मिर्ज़ा साहब आप की और से तमाम सुनने वालों ईद मुबारक और सतनाम जी बरमिंघम मे आप ने याद फरमाया हैं ।                                                    ,बरमिंघम मे बशीर मिर्ज़ा साहब आप की ओर से तमाम सुनने वालों ईद मुबारक और सतनाम जी बरमिंघम मे आप ने याद फरमाया हैं ।                                                    
HF001_13_5,4,,ईद मुबारक कह रहे हैं लेस्टर से अशोक पटेल साहब आप ने तमाम सुन ने वालों को ईद मुबारक कहा हैं ।                                                       ,ईद मुबारक कह रहे हैं लेस्टर से अशोक पटेल साहब आप ने तमाम सुन ने वालों को ईद मुबारक कहा हैं ।                                                       
HF001_13_6,4,<reduplication>,स्कनथोप निर्मल जी आप ने याद फरमाया ज़फर इकबाल साहब आप व्होलसोल से और रमेश भाई नोटिंघम से आप तमाम सुनने वालों को ईद की बहुत बहुत मुबारक बाद दे रहे हैं और फेक्स मेसेज नवीद जी आप की और से आया हैं जनाब पहली बात तो हम किसी से कभी खफा नही होते आप से माज़ेरत चाहतीं हुं के आप का नग़मा मेरे पास नही इसलिए बजा ना भाई उम्मीद करती हुं की अगला नग़मा आप,स्कनथोप निर्मल जी आप ने याद फरमाया ज़फर इकबाल साहब आप व्होलसोल से और रमेश भाई नोटिंघम से आप तमाम सुनने वालों को ईद की बहुत बहुत मुबारक बाद दे रहे हैं और फेक्स मेसेज नवीद जी आप की  ओर  से आया हैं जनाब पहली बात तो हम किसी से कभी खफा नही होते आप से माज़ेरत चाहतीं हुं के आप का नग़मा मेरे पास नही इसलिए बजा ना भाई उम्मीद करती हुं की अगला नग़मा आप
HF001_14_1,4,,कुर्बान भाई और खतीजा बहन कपासी डेडली से आप ने याद फरमाया हैं ।                                                               ,कुर्बान भाई और खतीजा बहन कपासी डेडली से आप ने याद फरमाया हैं ।                                                               
HF001_14_2,1,<reduplication><<missing aux><abrupt ending>,ईद की मुबारक बाद दे रहे है तमाम सुनने वालों को सुनिता जी आप को याद आई हमारी हमने सौचा दो हफ्तों से आप भूल गई हमे अकेला छोड़ दिया तमाम सुनने वालो को ईद मुबारक कह रही है आप और बिरजु साहब आप ने याद फरमाया है ईद कि मुबारक दे रहे हैं बाकी का क्या हुआ पंडित कौशिक जी पिटरब्रा से आप ने याद फरमाया है ईद की मुबारक बाद के साथ जनाब बहुत बहुत,ईद की मुबारक बाद दे रहे है तमाम सुनने वालों को सुनिता जी आप को याद आई हमारी हमने सौचा दो हफ्तों से आप भूल गई हमे अकेला छोड़ दिया तमाम सुनने वालो को ईद मुबारक कह रही है आप और बिरजु साहब आप ने याद फरमाया है ईद कि मुबारक दे रहे हैं बाकी का क्या हुआ पंडित कौशिक जी पिटरब्रा से आप ने याद फरमाया है ईद की मुबारक बाद के साथ जनाब बहुत बहुत
HF001_15_1,4,<missing aux>,सुखवींदर की आवाज़ ।                                                                         ,सुखवींदर की आवाज़ ।                                                                         
HF001_15_2,4,,और ये फेक्स मेसेज एड्बास्टन से आन्नद साहब आप ने भेजा हैं कहते हैं जनाब दिल की गहराई से शुक्रिया अदा करती हुं ।                                                     ,और ये फेक्स मेसेज एड्बास्टन से आन्नद साहब आप ने भेजा हैं कहते हैं जनाब दिल की गहराई से शुक्रिया अदा करती हुं ।                                                     
HF001_15_3,4,<code mixing>,जिस नग़मे की आप ने फरमाईश की है माज़ेरत चाहतीं हुं इस वक्त वो मेरे पास नही हैं ।                                                          ,जिस नग़मे की आप ने फरमाईश की है माज़ेरत चाहतीं हुं इस वक्त वो मेरे पास नही हैं ।                                                          
HF001_16_1,4,<code mixing>,तीन बजकर तेईस मिनट गुरमीत सिंह मथारु साहब आप ने याद फरमाया है तमाम सुनने वालों को ईद मुबारक कह रहे हैं ।                                                      ,तीन बजकर तेईस मिनट गुरमीत सिंह मथारु साहब आप ने याद फरमाया है तमाम सुनने वालों को ईद मुबारक कह रहे हैं ।                                                      
HF001_17_1,3,<code mixng><missing aux>,कुछ ही देर मे बी बी सी एशियन नेटवर्क की खबरें मेरा आप का साथ पूरे चार बजे तक चार बजे की खबरों के बाद ड्राईव समीना अली खान के साथ और याद रहे के छः से ले कर आठ बजे तक आज ईद स्पेशलआठ से दस हिन्दी उर्दु प्रोग्राम संजय शर्मा के साथ ।                      ,कुछ ही देर मे बी बी सी एशियन नेटवर्क की खबरें मेरा आप का साथ पूरे चार बजे तक चार बजे की खबरों के बाद ड्राईव समीना अली खान के साथ और याद रहे के छः से ले कर आठ बजे तक आज ईद स्पेशलआठ से दस हिन्दी उर्दु प्रोग्राम संजय शर्मा के साथ ।                      
HF001_17_2,3,<fragment><code mixnig>,और आठ से लेकर दस बजे तक प्रोग्राम आदिल रे पैश करेंगे ।                                                                ,और आठ से लेकर दस बजे तक प्रोग्राम आदिल रे पैश करेंगे ।                                                                
HF001_17_3,4,<code mixing>,दोपहर के ठीक साढ़े तीन बजे बी बी सी एशियन नेटवर्क से खबरें आयशा एहमद की ज़बानी ।                                                           ,दोपहर के ठीक साढ़े तीन बजे बी बी सी एशियन नेटवर्क से खबरें आयशा एहमद की ज़बानी ।                                                           
HF002_18_1,4,,आज बरतानिया के मुल्क भर मे मुसलमानों का त्योहार ईद उल फितर मनाया जा रहा है ।                                                            ,आज बरतानिया के मुल्क भर मे मुसलमानों का त्योहार ईद उल फितर मनाया जा रहा है ।                                                            
HF002_18_2,2,<missing verb>,बंग्लादेश मे एक हादसे के नतीजे मे सौलह लोग गए हैं ।                                                                 ,बंग्लादेश मे एक हादसे के नतीजे मे सौलह लोग मारे गए हैं ।                                                               
HF002_18_3,4,<code mixing>,नेपाल मे तीन पुलिस मैन मारे गए हैं ।                                                                    ,नेपाल मे तीन पुलिस मैन मारे गए हैं ।                                                                    
HF002_18_4,4,,अब आप खबरें तफसील के साथ सुनिये ।                                                                     ,अब आप खबरें तफसील के साथ सुनिये ।                                                                     
HF002_18_5,3,<reduplication><code mixing>,बंग्लादेश मे पुलिस का कहना है के जमाला पुर की डिस्ट्रिक मे एक लौरी के हादसे मे कम से कम सौलह लोग मारे गए हैं बताया जाता है के यह हादसा उस वक्त पैश आया जब ईद की छुट्टी से एक रात पहले हज़ारो लोग केपीटल धाका से अपने अपने गाँव जाने के लिए सफर की तैयारी कर रहे थे ।                ,बंग्लादेश मे पुलिस का कहना है के जमाला पुर की डिस्ट्रिक मे एक लौरी के हादसे मे कम से कम सौलह लोग मारे गए हैं बताया जाता है के यह हादसा उस वक्त पैश आया जब ईद की छुट्टी से एक रात पहले हज़ारो लोग केपीटल धाका से अपने अपने गाँव जाने के लिए सफर की तैयारी कर रहे थे ।                
HF002_18_6,2,<wrong verb>,पुलिस अफसरों ने बताया के उस लौरी मे सतरा लोग सवार थे हादसे के बाद ज़िन्दा बचने वाले अकेले आदमी की हालत भी खतरनाक बताई जाती है और कहा जाता है के वो मकामी हस्पताल मे ज़ेरे ईलाज हैं ।                                     ,पुलिस अफसरों ने बताया के उस लौरी मे सतरा लोग सवार थे हादसे के बाद ज़िन्दा बचने वाले अकेले आदमी की हालत भी खतरनाक बताई जाती है और कहा जाता है के वो मकामी हस्पताल मे ज़ेरे ईलाज हैं ।                                     
HF002_18_7,4,<missing aux>,अफ्गानिस्तान मे पुलिस फोर्स को ईद उल फितर की तकरीबार के मौके पर चौकस कर दिया गया है उन्हे खतरा है के तालिबान की बकिया रिजीम ईद के मौके पर फसादात करने की कोशिश करेंगे ।                                         ,अफ्गानिस्तान मे पुलिस फोर्स को ईद उल फितर की तकरीबार के मौके पर चौकस कर दिया गया है उन्हे खतरा है के तालिबान की बकिया रिजीम ईद के मौके पर फसादात करने की कोशिश करेंगे ।                                         
HF002_18_8,2,<missing aux><wrong plural>,अफ्गानिस्तान के इंटिरियर मिनिस्टर ने बताया के काबुल की एक नुमाया मस्जिद से गोला बारुद का सामान बरामत किया गया जहां एक हज़ार से ज़्यादा लोग ईद की नमाज़ पड़ने के लिए इक्ठ्ठे हुए थे ।                                         ,अफ्गानिस्तान के इंटिरियर मिनिस्टर ने बताया के काबुल की एक नुमाया मस्जिद से गोला बारुद का सामान बरामत किया गया जहां एक हज़ार से ज़्यादा लोग ईद की नमाज़ पड़ने के लिए इक्ठ्ठे हुए थे ।                                         
HF002_18_9,4,<code mixing>,काबुल की सिक्युरिटी की चीफ ने बताया के हिफाज़त के लिए गश्त करने वाली पुलिस की तादाद पाँच गुना तक बड़ा दी गई है ।                                                    ,काबुल की सिक्युरिटी की चीफ ने बताया के हिफाज़त के लिए गश्त करने वाली पुलिस की तादाद पाँच गुना तक बड़ा दी गई है ।                                                    
HF002_18_10,4,<code mixing>,प्रसीडेंट सद्दाम हुसैन का कहना है कि युनाईटेड नेशन के हत्यारों के इंस्पेकशन्स से उन्हे अमेरिका के उस इलज़ाम को ग़लत साबित करने का मौका मिल गया है जिसमे वो कहते थे के बगदाद बड़े पैमाने पर तबाही मचाने वाले हथियार बना रहा हैं ।                                ,प्रसीडेंट सद्दाम हुसैन का कहना है कि युनाईटेड नेशन के हत्यारों के इंस्पेकशन्स से उन्हे अमेरिका के उस इलज़ाम को ग़लत साबित करने का मौका मिल गया है जिसमे वो कहते थे के बगदाद बड़े पैमाने पर तबाही मचाने वाले हथियार बना रहा हैं ।                                
HF002_18_11,4,<code mixing>,पिछले हफ्ते शुरु होने वाले इस इंसपेक्शन के बारे मे पहली मरतबा बाते करते हुए उन्होने कहा के सिर्फ इस लिए के ईराक के लोगो को नुकसान ना पहुँचे वो इस इंसपेकशन के लिए राज़ी हो गए थे ।                                      ,पिछले हफ्ते शुरु होने वाले इस इंसपेक्शन के बारे मे पहली मरतबा बाते करते हुए उन्होने कहा के सिर्फ इस लिए के ईराक के लोगो को नुकसान ना पहुँचे वो इस इंसपेकशन के लिए राज़ी हो गए थे ।                                      
HF002_18_12,4,<code mixing>,याद रहे के युनाईटेड नेशन ने ईराक को इत्वार तक का वक्त दिया है के वो अपने न्युक्लीयर बायलोजीकल और केमिकल हत्थयारों के प्रोग्राम दिखा दे उनका कहना है के ईराक के लिए ज़रुरी है के वो सच्चाई बता दे वरना उन के खिलाफ फौजी कार्यवाही की जाए गी ।                           ,याद रहे के युनाईटेड नेशन ने ईराक को इत्वार तक का वक्त दिया है के वो अपने न्युक्लीयर बायलोजीकल और केमिकल हत्थयारों के प्रोग्राम दिखा दे उनका कहना है के ईराक के लिए ज़रुरी है के वो सच्चाई बता दे वरना उन के खिलाफ फौजी कार्यवाही की जाए गी ।                           
HF002_18_13,4,<code mixing>,बुश की इंतज़ामिया के एक नुमाया अफसर ने युनाईटेड स्टेट्स पर तनकीद कि हैं वो मुसलिम मुमालिक मे डेमोक्रेसी कायम करने के लिए कुछ नही कर रहे हैं ।                                                ,बुश की इंतज़ामिया के एक नुमाया अफसर ने युनाईटेड स्टेट्स पर तनकीद कि हैं वो मुसलिम मुमालिक मे डेमोक्रेसी कायम करने के लिए कुछ नही कर रहे हैं ।                                                
HF002_18_14,4,<code mixing>,मिस्टर हास जिन्हे यु एस की फाॅरेन पोलिसी टीम का एहम मेम्बर समझा जाता है उनका कहना है के वाशिंगटन मुसलमान मुमालिक को तहाफ्फुज़ देने से हमेशा बचता रहा हैं लेकिन उन्होने कहा के अब युनाईटेड स्टेट्स मुसलिम दुनिया मे डिमोक्रेसी के कयाम के लिए ज़्यादा कोशिशें करेगा ।                            ,मिस्टर हास जिन्हे यु एस की फाॅरेन पोलिसी टीम का एहम मेम्बर समझा जाता है उनका कहना है के वाशिंगटन मुसलमान मुमालिक को तहाफ्फुज़ देने से हमेशा बचता रहा हैं लेकिन उन्होने कहा के अब युनाईटेड स्टेट्स मुसलिम दुनिया मे डिमोक्रेसी के कयाम के लिए ज़्यादा कोशिशें करेगा ।                            
HF002_18_15,4,<code mixing><wrong spelling>,नेपाल के माउस बागि़यों की पुलिस स्टेशन्स और दुसरे सरकारी निशानों पर हमला करने के नतीजे मे कम से कम तीन पुलिस मैन मारे गए है ये हमले सात सलों से जारी लड़ाई को खत्म करने के सिलसिले मे की जाने वाले बात चीत के एक विधिन पूरा होने से पहले कर दिये गए है अहलकारों का तास्सुर इस बारे मे परेशान गुन था ।            ,नेपाल के माउस बागि़यों की पुलिस स्टेशन्स और दुसरे सरकारी निशानों पर हमला करने के नतीजे मे कम से कम तीन पुलिस मैन मारे गए है ये हमले सात सलों से जारी लड़ाई को खत्म करने के सिलसिले मे की जाने वाले बात चीत के एक विधिन पूरा होने से पहले कर दिये गए है अहलकारों का तास्सुर इस बारे मे परेशान गुन था ।            
HF002_18_16,4,<code mixing>,और उन्होने कहा के वो बागियों की स्टेट मेन्ट के बारे मे फिक्र कर रहे हैं नामा निगारों ने बताया के हमेशा अमन की बातचीत के बात खून बहा हुआ हैं जिसमे दोनो पार्टियां एक दुसरे को लड़ाई शुरु करने का इल्ज़ाम देती रही हैं ।                               ,और उन्होने कहा के वो बागियों की स्टेट मेन्ट के बारे मे फिक्र कर रहे हैं नामा निगारों ने बताया के हमेशा अमन की बातचीत के बात खून बहा हुआ हैं जिसमे दोनो पार्टियां एक दुसरे को लड़ाई शुरु करने का इल्ज़ाम देती रही हैं ।                               
HF002_18_17,4,<wrong symbol>,पाकिस्तान के शहर कराची मे पुलिस का कहना है के मेसदोनिया के आॅनरी काॅनसिल के दफ्तर मे एक बाॅम्ब के धमाके मे तीन लोग मारे गए है पुलिस ने बताया के ये लाशें मलबे तले डबी हुई थी और मरने वाले सभी पाकिस्तानी थे और हो सकता है के उन्हे धमाके से पहले बांध कर मार भी दिया गया हो ।                ,पाकिस्तान के शहर कराची मे पुलिस का कहना है के मेसदोनिया के आॅनरी काॅनसिल के दफ्तर मे एक बाॅम्ब के धमाके मे तीन लोग मारे गए है पुलिस ने बताया के ये लाशें मलबे तले डबी हुई थी और मरने वाले सभी पाकिस्तानी थे और हो सकता है के उन्हे धमाके से पहले बांध कर मार भी दिया गया हो ।                
